game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2019-12-22,Final,118,112,1,Oklahoma City,Thunder,Los Angeles,Clippers
2014-05-13,Final,105,104,1,Oklahoma City,Thunder,Los Angeles,Clippers
2014-05-07,Final,112,101,1,Oklahoma City,Thunder,Los Angeles,Clippers
2014-05-05,Final,105,122,0,Oklahoma City,Thunder,Los Angeles,Clippers
2014-02-23,Final,117,125,0,Oklahoma City,Thunder,Los Angeles,Clippers
2013-11-21,Final,105,91,1,Oklahoma City,Thunder,Los Angeles,Clippers
2012-11-21,Final,117,111,1,Oklahoma City,Thunder,Los Angeles,Clippers
2012-04-11,Final,98,100,0,Oklahoma City,Thunder,Los Angeles,Clippers
2012-03-21,Final,114,91,1,Oklahoma City,Thunder,Los Angeles,Clippers
2011-04-06,Final,112,108,1,Oklahoma City,Thunder,Los Angeles,Clippers
2011-02-22,Final,111,88,1,Oklahoma City,Thunder,Los Angeles,Clippers
2009-11-15,Final,93,101,0,Oklahoma City,Thunder,Los Angeles,Clippers
2008-12-16,Final,88,98,0,Oklahoma City,Thunder,Los Angeles,Clippers
2008-11-19,Final,88,108,0,Oklahoma City,Thunder,Los Angeles,Clippers
2008-10-14,Final,88,90,0,Oklahoma City,Thunder,Los Angeles,Clippers
2008-04-02,Final,84,102,0,Oklahoma City,Thunder,Los Angeles,Clippers
2007-12-05,Final,95,88,1,Oklahoma City,Thunder,Los Angeles,Clippers
2007-03-01,Final,77,75,1,Oklahoma City,Thunder,Los Angeles,Clippers
2007-01-28,Final,76,98,0,Oklahoma City,Thunder,Los Angeles,Clippers
2006-04-14,Final,97,101,0,Oklahoma City,Thunder,Los Angeles,Clippers
2005-11-02,Final,93,101,0,Oklahoma City,Thunder,Los Angeles,Clippers
2005-10-19,Final,99,93,1,Oklahoma City,Thunder,Los Angeles,Clippers
2005-01-11,Final,104,99,1,Oklahoma City,Thunder,Los Angeles,Clippers
2004-01-24,Final,102,97,1,Oklahoma City,Thunder,Los Angeles,Clippers
2003-10-30,Final,109,100,1,Oklahoma City,Thunder,Los Angeles,Clippers
2018-12-15,Final,110,104,1,Oklahoma City,Thunder,Los Angeles,Clippers
2018-10-30,Final,128,110,1,Oklahoma City,Thunder,Los Angeles,Clippers
2018-03-16,Final,121,113,1,Oklahoma City,Thunder,Los Angeles,Clippers
2017-11-10,Final,120,111,1,Oklahoma City,Thunder,Los Angeles,Clippers
2016-12-31,Final,114,88,1,Oklahoma City,Thunder,Los Angeles,Clippers
2016-11-11,Final,108,110,0,Oklahoma City,Thunder,Los Angeles,Clippers
2016-03-31,Final,119,117,1,Oklahoma City,Thunder,Los Angeles,Clippers
2016-03-09,Final,120,108,1,Oklahoma City,Thunder,Los Angeles,Clippers
2015-03-11,Final,108,120,0,Oklahoma City,Thunder,Los Angeles,Clippers
2015-02-08,Final,131,108,1,Oklahoma City,Thunder,Los Angeles,Clippers
2020-09-13,Final,111,98,1,Denver,Nuggets,Los Angeles,Clippers
2020-09-09,Final,85,96,0,Denver,Nuggets,Los Angeles,Clippers
2020-09-07,Final,107,113,0,Denver,Nuggets,Los Angeles,Clippers
2020-08-12,Final,111,124,0,Denver,Nuggets,Los Angeles,Clippers
2020-01-12,Final,114,104,1,Denver,Nuggets,Los Angeles,Clippers
2014-03-17,Final,110,100,1,Denver,Nuggets,Los Angeles,Clippers
2014-02-03,Final,116,115,1,Denver,Nuggets,Los Angeles,Clippers
2013-03-07,Final,107,92,1,Denver,Nuggets,Los Angeles,Clippers
2013-01-01,Final,92,78,1,Denver,Nuggets,Los Angeles,Clippers
2012-10-25,Final,94,106,0,Denver,Nuggets,Los Angeles,Clippers
2012-04-18,Final,98,104,0,Denver,Nuggets,Los Angeles,Clippers
2012-01-29,Final,105,109,0,Denver,Nuggets,Los Angeles,Clippers
2010-12-03,Final,109,104,1,Denver,Nuggets,Los Angeles,Clippers
2010-11-05,Final,111,104,1,Denver,Nuggets,Los Angeles,Clippers
2010-10-17,Final,108,104,1,Denver,Nuggets,Los Angeles,Clippers
2010-04-03,Final,98,90,1,Denver,Nuggets,Los Angeles,Clippers
2010-01-21,Final,105,85,1,Denver,Nuggets,Los Angeles,Clippers
2009-04-04,Final,120,104,1,Denver,Nuggets,Los Angeles,Clippers
2009-03-14,Final,107,94,1,Denver,Nuggets,Los Angeles,Clippers
2008-02-29,Final,110,104,1,Denver,Nuggets,Los Angeles,Clippers
2007-11-30,Final,123,107,1,Denver,Nuggets,Los Angeles,Clippers
2007-10-09,Final,119,107,1,Denver,Nuggets,Los Angeles,Clippers
2006-11-26,Final,103,88,1,Denver,Nuggets,Los Angeles,Clippers
2006-04-29,Final,86,100,0,Denver,Nuggets,Los Angeles,Clippers
2006-04-27,Final,94,87,1,Denver,Nuggets,Los Angeles,Clippers
2006-01-27,Final,87,105,0,Denver,Nuggets,Los Angeles,Clippers
2005-11-25,Final,105,95,1,Denver,Nuggets,Los Angeles,Clippers
2005-03-18,Final,115,96,1,Denver,Nuggets,Los Angeles,Clippers
2005-01-03,Final,98,102,0,Denver,Nuggets,Los Angeles,Clippers
2004-03-22,Final,102,80,1,Denver,Nuggets,Los Angeles,Clippers
2003-11-07,Final,102,104,0,Denver,Nuggets,Los Angeles,Clippers
2019-02-24,Final,123,96,1,Denver,Nuggets,Los Angeles,Clippers
2019-01-10,Final,121,100,1,Denver,Nuggets,Los Angeles,Clippers
2018-02-27,Final,120,122,0,Denver,Nuggets,Los Angeles,Clippers
2017-03-16,Final,129,114,1,Denver,Nuggets,Los Angeles,Clippers
2017-01-21,Final,123,98,1,Denver,Nuggets,Los Angeles,Clippers
2015-11-24,Final,94,111,0,Denver,Nuggets,Los Angeles,Clippers
2015-04-04,Final,92,107,0,Denver,Nuggets,Los Angeles,Clippers
2014-12-19,Final,109,106,1,Denver,Nuggets,Los Angeles,Clippers
2020-02-26,Final,92,102,0,Phoenix,Suns,Los Angeles,Clippers
2014-04-02,Final,108,112,0,Phoenix,Suns,Los Angeles,Clippers
2014-03-04,Final,96,104,0,Phoenix,Suns,Los Angeles,Clippers
2013-10-15,Final,96,102,0,Phoenix,Suns,Los Angeles,Clippers
2013-01-24,Final,93,88,1,Phoenix,Suns,Los Angeles,Clippers
2012-12-23,Final,77,103,0,Phoenix,Suns,Los Angeles,Clippers
2012-04-19,Final,93,90,1,Phoenix,Suns,Los Angeles,Clippers
2012-03-02,Final,81,78,1,Phoenix,Suns,Los Angeles,Clippers
2011-04-01,Final,111,98,1,Phoenix,Suns,Los Angeles,Clippers
2010-11-26,Final,116,108,1,Phoenix,Suns,Los Angeles,Clippers
2010-02-26,Final,125,112,1,Phoenix,Suns,Los Angeles,Clippers
2009-12-25,Final,124,93,1,Phoenix,Suns,Los Angeles,Clippers
2009-02-17,Final,140,100,1,Phoenix,Suns,Los Angeles,Clippers
2009-01-02,Final,106,98,1,Phoenix,Suns,Los Angeles,Clippers
2007-12-28,Final,94,88,1,Phoenix,Suns,Los Angeles,Clippers
2007-11-23,Final,113,94,1,Phoenix,Suns,Los Angeles,Clippers
2007-04-17,Final,99,103,0,Phoenix,Suns,Los Angeles,Clippers
2006-11-01,Final,112,104,1,Phoenix,Suns,Los Angeles,Clippers
2006-10-17,Final,96,107,0,Phoenix,Suns,Los Angeles,Clippers
2006-05-22,Final,127,107,1,Phoenix,Suns,Los Angeles,Clippers
2006-05-16,Final,125,118,1,Phoenix,Suns,Los Angeles,Clippers
2006-05-10,Final,97,122,0,Phoenix,Suns,Los Angeles,Clippers
2006-05-08,Final,130,123,1,Phoenix,Suns,Los Angeles,Clippers
2006-04-05,Final,105,119,0,Phoenix,Suns,Los Angeles,Clippers
2006-03-15,Final,126,95,1,Phoenix,Suns,Los Angeles,Clippers
2005-10-15,Final,87,90,0,Phoenix,Suns,Los Angeles,Clippers
2005-04-15,Final,98,91,1,Phoenix,Suns,Los Angeles,Clippers
2005-02-23,Final,118,101,1,Phoenix,Suns,Los Angeles,Clippers
2004-04-13,Final,96,98,0,Phoenix,Suns,Los Angeles,Clippers
2004-03-16,Final,98,110,0,Phoenix,Suns,Los Angeles,Clippers
2019-10-26,Final,130,122,1,Phoenix,Suns,Los Angeles,Clippers
2019-01-04,Final,111,121,0,Phoenix,Suns,Los Angeles,Clippers
2018-12-10,Final,119,123,0,Phoenix,Suns,Los Angeles,Clippers
2018-03-28,Final,99,111,0,Phoenix,Suns,Los Angeles,Clippers
2018-02-23,Final,117,128,0,Phoenix,Suns,Los Angeles,Clippers
2017-03-30,Final,118,124,0,Phoenix,Suns,Los Angeles,Clippers
2017-02-01,Final,114,124,0,Phoenix,Suns,Los Angeles,Clippers
2016-04-13,Final,114,105,1,Phoenix,Suns,Los Angeles,Clippers
2015-11-12,Final,118,104,1,Phoenix,Suns,Los Angeles,Clippers
2015-04-14,Final,101,112,0,Phoenix,Suns,Los Angeles,Clippers
2015-01-25,Final,100,120,0,Phoenix,Suns,Los Angeles,Clippers
2020-03-05,Final,105,120,0,Houston,Rockets,Los Angeles,Clippers
2014-03-29,Final,107,118,0,Houston,Rockets,Los Angeles,Clippers
2013-11-09,Final,94,107,0,Houston,Rockets,Los Angeles,Clippers
2013-03-30,Final,98,81,1,Houston,Rockets,Los Angeles,Clippers
2013-01-15,Final,109,117,0,Houston,Rockets,Los Angeles,Clippers
2012-03-04,Final,103,105,0,Houston,Rockets,Los Angeles,Clippers
2011-04-09,Final,99,78,1,Houston,Rockets,Los Angeles,Clippers
2011-01-26,Final,96,83,1,Houston,Rockets,Los Angeles,Clippers
2010-03-25,Final,93,99,0,Houston,Rockets,Los Angeles,Clippers
2009-12-22,Final,108,99,1,Houston,Rockets,Los Angeles,Clippers
2009-03-28,Final,110,93,1,Houston,Rockets,Los Angeles,Clippers
2008-12-03,Final,103,96,1,Houston,Rockets,Los Angeles,Clippers
2008-04-16,Final,93,75,1,Houston,Rockets,Los Angeles,Clippers
2007-03-14,Final,109,105,1,Houston,Rockets,Los Angeles,Clippers
2006-12-23,Final,93,98,0,Houston,Rockets,Los Angeles,Clippers
2006-03-20,Final,91,99,0,Houston,Rockets,Los Angeles,Clippers
2006-02-22,Final,106,102,1,Houston,Rockets,Los Angeles,Clippers
2005-04-18,Final,115,90,1,Houston,Rockets,Los Angeles,Clippers
2004-12-26,Final,96,79,1,Houston,Rockets,Los Angeles,Clippers
2004-03-09,Final,90,85,1,Houston,Rockets,Los Angeles,Clippers
2003-12-19,Final,99,85,1,Houston,Rockets,Los Angeles,Clippers
2019-11-13,Final,102,93,1,Houston,Rockets,Los Angeles,Clippers
2018-10-26,Final,113,133,0,Houston,Rockets,Los Angeles,Clippers
2018-03-15,Final,101,96,1,Houston,Rockets,Los Angeles,Clippers
2017-12-22,Final,118,128,0,Houston,Rockets,Los Angeles,Clippers
2016-12-30,Final,140,116,1,Houston,Rockets,Los Angeles,Clippers
2016-03-16,Final,106,122,0,Houston,Rockets,Los Angeles,Clippers
2015-12-19,Final,107,97,1,Houston,Rockets,Los Angeles,Clippers
2015-05-17,Final,113,100,1,Houston,Rockets,Los Angeles,Clippers
2015-05-12,Final,124,103,1,Houston,Rockets,Los Angeles,Clippers
2015-05-06,Final,115,109,1,Houston,Rockets,Los Angeles,Clippers
2015-05-04,Final,101,117,0,Houston,Rockets,Los Angeles,Clippers
2015-02-25,Final,110,105,1,Houston,Rockets,Los Angeles,Clippers
2014-11-28,Final,85,102,0,Houston,Rockets,Los Angeles,Clippers
2020-08-30,Final,97,111,0,Dallas,Mavericks,Los Angeles,Clippers
2020-08-23,Final,135,133,1,Dallas,Mavericks,Los Angeles,Clippers
2020-08-21,Final,122,130,0,Dallas,Mavericks,Los Angeles,Clippers
2020-08-06,Final,111,126,0,Dallas,Mavericks,Los Angeles,Clippers
2020-01-21,Final,107,110,0,Dallas,Mavericks,Los Angeles,Clippers
2014-03-27,Final,103,109,0,Dallas,Mavericks,Los Angeles,Clippers
2014-01-03,Final,112,119,0,Dallas,Mavericks,Los Angeles,Clippers
2013-03-26,Final,109,102,1,Dallas,Mavericks,Los Angeles,Clippers
2012-04-02,Final,75,94,0,Dallas,Mavericks,Los Angeles,Clippers
2012-02-13,Final,96,92,1,Dallas,Mavericks,Los Angeles,Clippers
2011-04-08,Final,107,96,1,Dallas,Mavericks,Los Angeles,Clippers
2011-01-25,Final,112,105,1,Dallas,Mavericks,Los Angeles,Clippers
2010-03-23,Final,106,96,1,Dallas,Mavericks,Los Angeles,Clippers
2009-01-06,Final,107,102,1,Dallas,Mavericks,Los Angeles,Clippers
2008-12-02,Final,100,98,1,Dallas,Mavericks,Los Angeles,Clippers
2008-03-25,Final,103,90,1,Dallas,Mavericks,Los Angeles,Clippers
2007-12-21,Final,102,89,1,Dallas,Mavericks,Los Angeles,Clippers
2007-04-09,Final,96,86,1,Dallas,Mavericks,Los Angeles,Clippers
2006-12-22,Final,115,83,1,Dallas,Mavericks,Los Angeles,Clippers
2006-04-19,Final,71,85,0,Dallas,Mavericks,Los Angeles,Clippers
2006-02-21,Final,93,91,1,Dallas,Mavericks,Los Angeles,Clippers
2005-10-23,Final,80,99,0,Dallas,Mavericks,Los Angeles,Clippers
2005-01-20,Final,99,77,1,Dallas,Mavericks,Los Angeles,Clippers
2004-02-24,Final,116,91,1,Dallas,Mavericks,Los Angeles,Clippers
2003-12-20,Final,105,115,0,Dallas,Mavericks,Los Angeles,Clippers
2019-11-26,Final,99,114,0,Dallas,Mavericks,Los Angeles,Clippers
2019-01-22,Final,106,98,1,Dallas,Mavericks,Los Angeles,Clippers
2018-12-02,Final,114,110,1,Dallas,Mavericks,Los Angeles,Clippers
2017-12-02,Final,108,82,1,Dallas,Mavericks,Los Angeles,Clippers
2017-03-23,Final,97,95,1,Dallas,Mavericks,Los Angeles,Clippers
2016-11-23,Final,104,124,0,Dallas,Mavericks,Los Angeles,Clippers
2016-03-07,Final,90,109,0,Dallas,Mavericks,Los Angeles,Clippers
2015-11-11,Final,118,108,1,Dallas,Mavericks,Los Angeles,Clippers
2015-03-13,Final,129,99,1,Dallas,Mavericks,Los Angeles,Clippers
2015-02-09,Final,98,115,0,Dallas,Mavericks,Los Angeles,Clippers
2019-12-31,Final,87,105,0,Sacramento,Kings,Los Angeles,Clippers
2013-11-29,Final,98,104,0,Sacramento,Kings,Los Angeles,Clippers
2013-11-01,Final,101,110,0,Sacramento,Kings,Los Angeles,Clippers
2013-10-14,Final,99,88,1,Sacramento,Kings,Los Angeles,Clippers
2013-04-17,Final,108,112,0,Sacramento,Kings,Los Angeles,Clippers
2013-03-19,Final,116,101,1,Sacramento,Kings,Los Angeles,Clippers
2012-04-05,Final,85,93,0,Sacramento,Kings,Los Angeles,Clippers
2012-03-01,Final,100,108,0,Sacramento,Kings,Los Angeles,Clippers
2011-02-28,Final,105,99,1,Sacramento,Kings,Los Angeles,Clippers
2010-12-27,Final,99,100,0,Sacramento,Kings,Los Angeles,Clippers
2010-10-07,Final,88,120,0,Sacramento,Kings,Los Angeles,Clippers
2010-04-08,Final,116,94,1,Sacramento,Kings,Los Angeles,Clippers
2010-02-28,Final,97,92,1,Sacramento,Kings,Los Angeles,Clippers
2009-02-27,Final,98,86,1,Sacramento,Kings,Los Angeles,Clippers
2008-12-30,Final,92,90,1,Sacramento,Kings,Los Angeles,Clippers
2008-10-15,Final,112,116,0,Sacramento,Kings,Los Angeles,Clippers
2008-04-03,Final,110,98,1,Sacramento,Kings,Los Angeles,Clippers
2007-12-07,Final,87,97,0,Sacramento,Kings,Los Angeles,Clippers
2007-03-30,Final,101,105,0,Sacramento,Kings,Los Angeles,Clippers
2006-11-28,Final,93,80,1,Sacramento,Kings,Los Angeles,Clippers
2006-04-02,Final,106,96,1,Sacramento,Kings,Los Angeles,Clippers
2006-01-06,Final,118,114,1,Sacramento,Kings,Los Angeles,Clippers
2005-03-11,Final,113,112,1,Sacramento,Kings,Los Angeles,Clippers
2005-01-15,Final,99,95,1,Sacramento,Kings,Los Angeles,Clippers
2004-03-02,Final,113,106,1,Sacramento,Kings,Los Angeles,Clippers
2003-12-09,Final,105,95,1,Sacramento,Kings,Los Angeles,Clippers
2003-10-07,Final,101,82,1,Sacramento,Kings,Los Angeles,Clippers
2019-03-01,Final,109,116,0,Sacramento,Kings,Los Angeles,Clippers
2018-11-29,Final,121,133,0,Sacramento,Kings,Los Angeles,Clippers
2018-01-11,Final,115,121,0,Sacramento,Kings,Los Angeles,Clippers
2017-11-25,Final,95,97,0,Sacramento,Kings,Los Angeles,Clippers
2017-01-06,Final,98,106,0,Sacramento,Kings,Los Angeles,Clippers
2016-11-18,Final,115,121,0,Sacramento,Kings,Los Angeles,Clippers
2016-10-18,Final,89,92,0,Sacramento,Kings,Los Angeles,Clippers
2016-02-26,Final,107,117,0,Sacramento,Kings,Los Angeles,Clippers
2015-10-28,Final,104,111,0,Sacramento,Kings,Los Angeles,Clippers
2015-03-18,Final,105,116,0,Sacramento,Kings,Los Angeles,Clippers
2015-01-17,Final,108,117,0,Sacramento,Kings,Los Angeles,Clippers
2020-02-11,Final,110,103,1,Philadelphia,76ers,Los Angeles,Clippers
2013-12-09,Final,83,94,0,Philadelphia,76ers,Los Angeles,Clippers
2013-02-11,Final,90,107,0,Philadelphia,76ers,Los Angeles,Clippers
2012-02-10,Final,77,78,0,Philadelphia,76ers,Los Angeles,Clippers
2010-12-15,Final,105,91,1,Philadelphia,76ers,Los Angeles,Clippers
2009-12-19,Final,107,112,0,Philadelphia,76ers,Los Angeles,Clippers
2008-11-21,Final,89,88,1,Philadelphia,76ers,Los Angeles,Clippers
2008-02-09,Final,101,80,1,Philadelphia,76ers,Los Angeles,Clippers
2007-02-09,Final,89,90,0,Philadelphia,76ers,Los Angeles,Clippers
2005-11-13,Final,113,108,1,Philadelphia,76ers,Los Angeles,Clippers
2005-02-06,Final,106,104,1,Philadelphia,76ers,Los Angeles,Clippers
2004-01-07,Final,100,80,1,Philadelphia,76ers,Los Angeles,Clippers
2018-11-01,Final,122,113,1,Philadelphia,76ers,Los Angeles,Clippers
2018-02-10,Final,112,98,1,Philadelphia,76ers,Los Angeles,Clippers
2017-01-24,Final,121,110,1,Philadelphia,76ers,Los Angeles,Clippers
2016-02-08,Final,92,98,0,Philadelphia,76ers,Los Angeles,Clippers
2015-03-27,Final,98,119,0,Philadelphia,76ers,Los Angeles,Clippers
2020-02-09,Final,92,133,0,Cleveland,Cavaliers,Los Angeles,Clippers
2013-12-07,Final,88,82,1,Cleveland,Cavaliers,Los Angeles,Clippers
2013-03-01,Final,89,105,0,Cleveland,Cavaliers,Los Angeles,Clippers
2012-02-08,Final,99,92,1,Cleveland,Cavaliers,Los Angeles,Clippers
2011-02-11,Final,126,119,1,Cleveland,Cavaliers,Los Angeles,Clippers
2010-01-31,Final,114,89,1,Cleveland,Cavaliers,Los Angeles,Clippers
2009-01-30,Final,112,95,1,Cleveland,Cavaliers,Los Angeles,Clippers
2008-02-02,Final,98,84,1,Cleveland,Cavaliers,Los Angeles,Clippers
2007-02-07,Final,94,77,1,Cleveland,Cavaliers,Los Angeles,Clippers
2005-11-30,Final,112,105,1,Cleveland,Cavaliers,Los Angeles,Clippers
2005-03-29,Final,94,84,1,Cleveland,Cavaliers,Los Angeles,Clippers
2003-11-18,Final,103,95,1,Cleveland,Cavaliers,Los Angeles,Clippers
2019-03-22,Final,108,110,0,Cleveland,Cavaliers,Los Angeles,Clippers
2017-11-17,Final,118,113,1,Cleveland,Cavaliers,Los Angeles,Clippers
2016-12-01,Final,94,113,0,Cleveland,Cavaliers,Los Angeles,Clippers
2016-01-21,Final,115,102,1,Cleveland,Cavaliers,Los Angeles,Clippers
2015-02-05,Final,105,94,1,Cleveland,Cavaliers,Los Angeles,Clippers
2014-01-22,Final,95,91,1,Charlotte,Hornets,Los Angeles,Clippers
2012-12-12,Final,94,100,0,Charlotte,Hornets,Los Angeles,Clippers
2012-02-11,Final,86,111,0,Charlotte,Hornets,Los Angeles,Clippers
2011-03-07,Final,87,92,0,Charlotte,Hornets,Los Angeles,Clippers
2010-03-12,Final,106,98,1,Charlotte,Hornets,Los Angeles,Clippers
2009-02-09,Final,94,73,1,Charlotte,Hornets,Los Angeles,Clippers
2007-12-12,Final,108,103,1,Charlotte,Hornets,Los Angeles,Clippers
2007-03-16,Final,93,102,0,Charlotte,Hornets,Los Angeles,Clippers
2005-12-23,Final,88,97,0,Charlotte,Hornets,Los Angeles,Clippers
2005-04-05,Final,102,104,0,Charlotte,Hornets,Los Angeles,Clippers
2019-02-05,Final,115,117,0,Charlotte,Hornets,Los Angeles,Clippers
2017-11-18,Final,102,87,1,Charlotte,Hornets,Los Angeles,Clippers
2017-02-11,Final,102,107,0,Charlotte,Hornets,Los Angeles,Clippers
2015-12-30,Final,117,122,0,Charlotte,Hornets,Los Angeles,Clippers
2015-10-11,Final,106,94,1,Charlotte,Hornets,Los Angeles,Clippers
2014-11-24,Final,92,113,0,Charlotte,Hornets,Los Angeles,Clippers
2020-01-24,Final,117,122,0,Miami,Heat,Los Angeles,Clippers
2013-11-07,Final,102,97,1,Miami,Heat,Los Angeles,Clippers
2013-02-08,Final,111,89,1,Miami,Heat,Los Angeles,Clippers
2012-10-14,Final,89,99,0,Miami,Heat,Los Angeles,Clippers
2011-02-06,Final,97,79,1,Miami,Heat,Los Angeles,Clippers
2010-03-10,Final,108,97,1,Miami,Heat,Los Angeles,Clippers
2009-02-02,Final,119,95,1,Miami,Heat,Los Angeles,Clippers
2008-03-10,Final,98,99,0,Miami,Heat,Los Angeles,Clippers
2007-01-03,Final,95,110,0,Miami,Heat,Los Angeles,Clippers
2006-01-30,Final,118,114,1,Miami,Heat,Los Angeles,Clippers
2005-02-16,Final,113,95,1,Miami,Heat,Los Angeles,Clippers
2004-01-30,Final,97,88,1,Miami,Heat,Los Angeles,Clippers
2019-01-23,Final,99,111,0,Miami,Heat,Los Angeles,Clippers
2017-12-16,Final,90,85,1,Miami,Heat,Los Angeles,Clippers
2016-12-16,Final,98,102,0,Miami,Heat,Los Angeles,Clippers
2016-02-07,Final,93,100,0,Miami,Heat,Los Angeles,Clippers
2014-11-20,Final,93,110,0,Miami,Heat,Los Angeles,Clippers
2019-12-06,Final,119,91,1,Milwaukee,Bucks,Los Angeles,Clippers
2014-01-27,Final,86,114,0,Milwaukee,Bucks,Los Angeles,Clippers
2012-12-15,Final,85,111,0,Milwaukee,Bucks,Los Angeles,Clippers
2011-02-14,Final,102,78,1,Milwaukee,Bucks,Los Angeles,Clippers
2010-03-30,Final,107,89,1,Milwaukee,Bucks,Los Angeles,Clippers
2008-12-20,Final,119,85,1,Milwaukee,Bucks,Los Angeles,Clippers
2008-02-11,Final,89,96,0,Milwaukee,Bucks,Los Angeles,Clippers
2007-03-21,Final,103,104,0,Milwaukee,Bucks,Los Angeles,Clippers
2006-03-11,Final,98,106,0,Milwaukee,Bucks,Los Angeles,Clippers
2005-02-04,Final,92,90,1,Milwaukee,Bucks,Los Angeles,Clippers
2004-02-21,Final,103,105,0,Milwaukee,Bucks,Los Angeles,Clippers
2019-03-28,Final,128,118,1,Milwaukee,Bucks,Los Angeles,Clippers
2018-03-21,Final,120,127,0,Milwaukee,Bucks,Los Angeles,Clippers
2017-03-03,Final,112,101,1,Milwaukee,Bucks,Los Angeles,Clippers
2015-12-09,Final,95,109,0,Milwaukee,Bucks,Los Angeles,Clippers
2014-12-13,Final,111,106,1,Milwaukee,Bucks,Los Angeles,Clippers
2020-02-08,Final,142,115,1,Minnesota,Timberwolves,Los Angeles,Clippers
2019-12-13,Final,117,124,0,Minnesota,Timberwolves,Los Angeles,Clippers
2014-03-31,Final,104,114,0,Minnesota,Timberwolves,Los Angeles,Clippers
2013-11-20,Final,98,102,0,Minnesota,Timberwolves,Los Angeles,Clippers
2013-01-30,Final,90,96,0,Minnesota,Timberwolves,Los Angeles,Clippers
2013-01-17,Final,77,90,0,Minnesota,Timberwolves,Los Angeles,Clippers
2012-04-12,Final,82,95,0,Minnesota,Timberwolves,Los Angeles,Clippers
2012-03-05,Final,95,94,1,Minnesota,Timberwolves,Los Angeles,Clippers
2011-02-16,Final,90,98,0,Minnesota,Timberwolves,Los Angeles,Clippers
2010-11-17,Final,113,111,1,Minnesota,Timberwolves,Los Angeles,Clippers
2010-01-29,Final,111,97,1,Minnesota,Timberwolves,Los Angeles,Clippers
2009-12-16,Final,95,120,0,Minnesota,Timberwolves,Los Angeles,Clippers
2008-12-06,Final,84,107,0,Minnesota,Timberwolves,Los Angeles,Clippers
2008-03-17,Final,99,90,1,Minnesota,Timberwolves,Los Angeles,Clippers
2008-02-01,Final,104,83,1,Minnesota,Timberwolves,Los Angeles,Clippers
2007-01-10,Final,91,92,0,Minnesota,Timberwolves,Los Angeles,Clippers
2006-11-25,Final,104,96,1,Minnesota,Timberwolves,Los Angeles,Clippers
2005-11-29,Final,84,93,0,Minnesota,Timberwolves,Los Angeles,Clippers
2005-11-07,Final,93,78,1,Minnesota,Timberwolves,Los Angeles,Clippers
2005-03-27,Final,89,85,1,Minnesota,Timberwolves,Los Angeles,Clippers
2004-12-17,Final,113,86,1,Minnesota,Timberwolves,Los Angeles,Clippers
2004-02-10,Final,96,84,1,Minnesota,Timberwolves,Los Angeles,Clippers
2003-11-22,Final,103,91,1,Minnesota,Timberwolves,Los Angeles,Clippers
2019-03-26,Final,111,122,0,Minnesota,Timberwolves,Los Angeles,Clippers
2019-02-11,Final,130,120,1,Minnesota,Timberwolves,Los Angeles,Clippers
2018-03-20,Final,123,109,1,Minnesota,Timberwolves,Los Angeles,Clippers
2017-12-03,Final,112,106,1,Minnesota,Timberwolves,Los Angeles,Clippers
2017-03-08,Final,107,91,1,Minnesota,Timberwolves,Los Angeles,Clippers
2016-11-12,Final,105,119,0,Minnesota,Timberwolves,Los Angeles,Clippers
2016-03-30,Final,79,99,0,Minnesota,Timberwolves,Los Angeles,Clippers
2015-12-07,Final,106,110,0,Minnesota,Timberwolves,Los Angeles,Clippers
2015-03-02,Final,105,110,0,Minnesota,Timberwolves,Los Angeles,Clippers
2014-03-14,Final,87,96,0,Utah,Jazz,Los Angeles,Clippers
2013-10-12,Final,74,106,0,Utah,Jazz,Los Angeles,Clippers
2012-12-28,Final,114,116,0,Utah,Jazz,Los Angeles,Clippers
2012-12-03,Final,104,105,0,Utah,Jazz,Los Angeles,Clippers
2012-10-20,Final,99,91,1,Utah,Jazz,Los Angeles,Clippers
2012-02-01,Final,105,107,0,Utah,Jazz,Los Angeles,Clippers
2012-01-17,Final,108,79,1,Utah,Jazz,Los Angeles,Clippers
2010-11-06,Final,109,107,1,Utah,Jazz,Los Angeles,Clippers
2010-03-06,Final,107,85,1,Utah,Jazz,Los Angeles,Clippers
2009-10-30,Final,111,98,1,Utah,Jazz,Los Angeles,Clippers
2009-04-13,Final,106,85,1,Utah,Jazz,Los Angeles,Clippers
2008-11-01,Final,101,79,1,Utah,Jazz,Los Angeles,Clippers
2008-03-28,Final,121,101,1,Utah,Jazz,Los Angeles,Clippers
2008-01-18,Final,106,88,1,Utah,Jazz,Los Angeles,Clippers
2006-12-26,Final,102,92,1,Utah,Jazz,Los Angeles,Clippers
2006-11-14,Final,112,90,1,Utah,Jazz,Los Angeles,Clippers
2006-03-03,Final,105,103,1,Utah,Jazz,Los Angeles,Clippers
2005-02-28,Final,87,86,1,Utah,Jazz,Los Angeles,Clippers
2004-12-14,Final,93,91,1,Utah,Jazz,Los Angeles,Clippers
2004-01-26,Final,98,93,1,Utah,Jazz,Los Angeles,Clippers
2003-12-05,Final,86,67,1,Utah,Jazz,Los Angeles,Clippers
2019-10-30,Final,110,96,1,Utah,Jazz,Los Angeles,Clippers
2019-02-27,Final,111,105,1,Utah,Jazz,Los Angeles,Clippers
